OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,HASC_1,CCN_1,CCA_1,TYPE_1,ENGTYPE_1,NL_NAME_1,VARNAME_1,Shape_Leng,Shape_Area
1697,133,MKD,Macedonia,66,Saraj,MK.AJ,0,,Opština,Municipality,,,0.82864889025,0.02518203320
1698,133,MKD,Macedonia,67,Sopište,MK.SS,0,,Opština,Municipality,,Sopiste,0.87894978446,0.02320827614
1699,133,MKD,Macedonia,68,Star Dojran,MK.SD,0,,Opština,Municipality,,Dojran,0.57521289545,0.01615128287
1700,133,MKD,Macedonia,69,Staro Nagoričane,MK.NA,0,,Opština,Municipality,,Staro Nagoricane,1.06389957009,0.04777013682
1701,133,MKD,Macedonia,70,Struga,MK.UG,0,,Opština,Municipality,,,1.27969941621,0.05100402707
1702,133,MKD,Macedonia,71,Strumitsa,MK.RU,0,,Opština,Municipality,,,0.99958852531,0.03438611207
1703,133,MKD,Macedonia,72,Studeničani,MK.SU,0,,Opština,Municipality,,Studenicani,1.08035546079,0.03049856501
1704,133,MKD,Macedonia,73,Sveti Nikole,MK.SL,0,,Opština,Municipality,,,1.02349592776,0.05057927953
1705,133,MKD,Macedonia,74,Tearce,MK.TR,0,,Opština,Municipality,,,0.59772802194,0.01676159117
1706,133,MKD,Macedonia,75,Tetovo,MK.ET,0,,Opština,Municipality,,,0.88120928608,0.03181788890
1707,133,MKD,Macedonia,76,Valandovo,MK.VA,0,,Opština,Municipality,,,1.25381299410,0.03568148691
1708,133,MKD,Macedonia,77,Vasilevo,MK.VL,0,,Opština,Municipality,,,0.85196467543,0.02353638655
1709,133,MKD,Macedonia,78,Veles,MK.VE,0,,Opština,Municipality,,,1.13932112492,0.04497410609
1710,133,MKD,Macedonia,79,Vevčani,MK.VV,0,,Opština,Municipality,,Vevcani,0.28996967428,0.00315673748
1711,133,MKD,Macedonia,80,Vinitsa,MK.NI,0,,Opština,Municipality,,,0.96404911684,0.04667174338
1712,133,MKD,Macedonia,81,Vraneštica,MK.VC,0,,Opština,Municipality,,,0.61890908598,0.01225046444
1713,133,MKD,Macedonia,82,Vrapčište,MK.VH,0,,Opština,Municipality,,,0.60446627799,0.01559363891
1714,133,MKD,Macedonia,83,Zajas,MK.ZA,0,,Opština,Municipality,,,0.56486236285,0.01693153768
1715,133,MKD,Macedonia,84,Zelenikovo,MK.ZK,0,,Opština,Municipality,,,0.59607277001,0.01872181044
1716,133,MKD,Macedonia,85,Zrnovci,MK.ZR,0,,Opština,Municipality,,,0.30200222927,0.00531377103
1717,134,MDG,Madagascar,1,Antananarivo,MG.AV,0,,Faritany Mizakatena,Autonomous Province,,Tananarive,14.00266110670,5.13380853365
1718,134,MDG,Madagascar,2,Antsiranana,MG.AS,0,,Faritany Mizakatena,Autonomous Province,,Diégo-Suarez|Antseranana,35.39149975480,3.66751754319
1719,134,MDG,Madagascar,3,Fianarantsoa,MG.FI,0,,Faritany Mizakatena,Autonomous Province,,,23.48197784290,8.80701547393
1720,134,MDG,Madagascar,4,Mahajanga,MG.MA,0,,Faritany Mizakatena,Autonomous Province,,Majunga,55.49016945970,12.84224165080
1721,134,MDG,Madagascar,5,Toamasina,MG.TM,0,,Faritany Mizakatena,Autonomous Province,,Tamatave,28.85550309120,6.07412109130
1722,134,MDG,Madagascar,6,Toliary,MG.TL,0,,Faritany Mizakatena,Autonomous Province,,Toleary|Toliary|Tuléar,44.60906058670,14.41352570350
1723,135,MWI,Malawi,1,Balaka,MW.BA,0,,District,District,,,2.03587156028,0.17925320990
1724,135,MWI,Malawi,2,Blantyre,MW.BL,0,,District,District,,,2.20696647261,0.17083128685
1725,135,MWI,Malawi,3,Chikwawa,MW.CK,0,,District,District,,,3.35189661360,0.41239492715
1726,135,MWI,Malawi,4,Chiradzulu,MW.CR,0,,District,District,,,1.52738281968,0.06407169840
1727,135,MWI,Malawi,5,Chitipa,MW.CT,0,,District,District,,,4.86424420410,0.33672668826
1728,135,MWI,Malawi,6,Dedza,MW.DE,0,,District,District,,,4.68715919916,0.42839142434
1729,135,MWI,Malawi,7,Dowa,MW.DO,0,,District,District,,,3.35710827010,0.25584528901
1730,135,MWI,Malawi,8,Karonga,MW.KR,0,,District,District,,,4.29701637622,0.72165780676
1731,135,MWI,Malawi,9,Kasungu,MW.KS,0,,District,District,,,4.85572904006,0.66877834209
1732,135,MWI,Malawi,10,Likoma,MW.LK,0,,District,District,,<Null>,0.55993573316,0.00177880636
1733,135,MWI,Malawi,11,Lilongwe,MW.LI,0,,District,District,,,4.51320617458,0.52312562584
1734,135,MWI,Malawi,12,Machinga,MW.MA,0,,District,District,,Kasupe|Kasupi|Liwonde,2.90294747564,0.32581482761
1735,135,MWI,Malawi,13,Mangochi,MW.MG,0,,District,District,,Mangoche|Fort Johnston,4.08573271151,0.75875751691
1736,135,MWI,Malawi,14,Mchinji,MW.MC,0,,District,District,,Fort Manning,3.31748975060,0.26252094124
1737,135,MWI,Malawi,15,Mulanje,MW.MJ,0,,District,District,,Mlange|Mlanje,2.60818572418,0.16850488279
1738,135,MWI,Malawi,16,Mwanza,MW.MN,0,,District,District,,,1.48204870194,0.06273721730
1739,135,MWI,Malawi,17,Mzimba,MW.MZ,0,,District,District,,,7.02413771316,0.85880218666
1740,135,MWI,Malawi,18,Neno,MW.NN,0,,District,District,,,2.17681537254,0.13258239111
1741,135,MWI,Malawi,19,Nkhata Bay,MW.NA,0,,District,District,,Chinteche,5.14463123154,0.94572245258
1742,135,MWI,Malawi,20,Nkhotakota,MW.NK,0,,District,District,,Kota Kota,4.99024230443,0.65380480742
1743,135,MWI,Malawi,21,Nsanje,MW.NS,0,,District,District,,Port Herald,2.79228380667,0.16341839491
1744,135,MWI,Malawi,22,Ntcheu,MW.NU,0,,District,District,,Ncheu,3.14166237901,0.27278797582
1745,135,MWI,Malawi,23,Ntchisi,MW.NI,0,,District,District,,Nchisi,2.08453004168,0.14349534608
1746,135,MWI,Malawi,24,Phalombe,MW.PH,0,,District,District,,,1.78614986246,0.12181124470
1747,135,MWI,Malawi,25,Rumphi,MW.RU,0,,District,District,,Rumpi,4.15277926383,0.55308874852
1748,135,MWI,Malawi,26,Salima,MW.SA,0,,District,District,,,2.52563716982,0.26088699586
1749,135,MWI,Malawi,27,Thyolo,MW.TH,0,,District,District,,Cholo,1.93827383353,0.14072781826
1750,135,MWI,Malawi,28,Zomba,MW.ZO,0,,District,District,,,2.80753674537,0.25965570667
1751,136,MYS,Malaysia,1,Johor,MY.JH,0,,Negeri,State,,Johor Darul Takzim|Johore,12.53954335390,1.55389552593
1752,136,MYS,Malaysia,2,Kedah,MY.KH,0,,Negeri,State,,Kedah Darul Aman,8.71254953976,0.77731836491
1753,136,MYS,Malaysia,3,Kelantan,MY.KN,0,,Negeri,State,,,7.27606156392,1.23446487615
1754,136,MYS,Malaysia,4,Kuala Lumpur,MY.KL,0,,Wilayah Persekutuan,Federal Territory,,Federal Territory of Kuala Lumpur,0.64168317693,0.02212609024
1755,136,MYS,Malaysia,5,Labuan,MY.LA,0,,Wilayah Persekutuan,Federal Territory,,Federal Territory of Labuan,0.62455838060,0.00739507710
1756,136,MYS,Malaysia,6,Melaka,MY.ME,0,,Negeri,State,,Malacca|Malaka,2.06745053226,0.13448250377
1757,136,MYS,Malaysia,7,Negeri Sembilan,MY.NS,0,,Negeri,State,,Negeri Sembilan Darul Khusus|Negri Sembilan,3.77689598971,0.54228533200
1758,136,MYS,Malaysia,8,Pahang,MY.PH,0,,Negeri,State,,Pahang Darul Makmur,11.06744527690,2.91883256414
1759,136,MYS,Malaysia,9,Perak,MY.PK,0,,Negeri,State,,Perak Darul Ridzuan,13.00885241340,1.70467152569
1760,136,MYS,Malaysia,10,Perlis,MY.PL,0,,Negeri,State,,Perlis Indra Kayangan,1.36159041304,0.06731989931
1761,136,MYS,Malaysia,11,Pulau Pinang,MY.PG,0,,Negeri,State,,Penang and Province Wellesley|Penang,2.66066177604,0.08617957546
1762,136,MYS,Malaysia,12,Putrajaya,MY.PJ,0,,Wilayah Persekutuan,Federal Territory,,Federal Territory of Putrajaya,0.26824123258,0.00502075010
1763,136,MYS,Malaysia,13,Sabah,MY.SA,0,,Negeri,State,,North Borneo,52.29408703510,6.01389421713
1764,136,MYS,Malaysia,14,Sarawak,MY.SK,0,,Negeri,State,,,42.89417584110,10.06236476520
1765,136,MYS,Malaysia,15,Selangor,MY.SL,0,,Negeri,State,,Selangor Darul Ehsan,9.10267505232,0.63668760087
1766,136,MYS,Malaysia,16,Trengganu,MY.TE,0,,Negeri,State,,Terengganu Darul Iman,7.15211979107,1.05092087961
1767,138,MLI,Mali,1,Bamako,ML.BA,0,,District,District,,,0.72523865482,0.02031682293
1768,138,MLI,Mali,2,Gao,ML.GA,0,,Région,Region,,,18.84862794130,14.91085088560
1769,138,MLI,Mali,3,Kayes,ML.KY,0,,Région,Region,,,20.07523000180,10.18740411290
1770,138,MLI,Mali,4,Kidal,ML.KD,0,,Région,Region,,,18.25909498340,12.49423425160
1771,138,MLI,Mali,5,Koulikoro,ML.KK,0,,Région,Region,,,21.56369976230,7.58974963176
1772,138,MLI,Mali,6,Mopti,ML.MO,0,,Région,Region,,,15.89004551010,6.83243149214
1773,138,MLI,Mali,7,Ségou,ML.SG,0,,Région,Region,,Segou,14.29280236410,5.14329367264
1774,138,MLI,Mali,8,Sikasso,ML.SK,0,,Région,Region,,,19.70961380130,5.91362505999
1775,138,MLI,Mali,9,Timbuktu,ML.TB,0,,Région,Region,,Timbouctou|Tombouctou|Timbuct|Timbuctu|Tombuktu|Tombuctú|Tomboucto,33.52787187100,43.46717228510
1776,141,MTQ,Martinique,1,Fort-de-France,MQ.FF,0,,Arrondissement,Arrondissement,,,0.79071230115,0.01568745920
1777,141,MTQ,Martinique,2,Le Marin,MQ.MA,0,,Arrondissement,Arrondissement,,Marin,2.36447484172,0.03275922673
1778,141,MTQ,Martinique,3,Le Trinité,MQ.TR,0,,Arrondissement,Arrondissement,,Trinite,2.29530294373,0.02937639716
1779,141,MTQ,Martinique,4,Saint-Pierre,MQ.SP,0,,Arrondissement,Arrondissement,,,0.77592234631,0.01597581107
1780,142,MRT,Mauritania,1,Adrar,MR.AD,0,,Wilayat|Région,Region,,,23.29068320630,19.30439397520
1781,142,MRT,Mauritania,2,Assaba,MR.AS,0,,Wilayat|Région,Region,,Açaba|el-`Açâba,12.56511779690,3.03809287304
1782,142,MRT,Mauritania,3,Brakna,MR.BR,0,,Wilayat|Région,Region,,,8.72893564599,2.82160021423
1783,142,MRT,Mauritania,4,Dakhlet Nouadhibou,MR.DN,0,,Wilayat|Région,Region,,Dakhlet Nouâdhibou|Baie du Lévrier|Lévrier Bay,15.72908888030,1.51747193219
1784,142,MRT,Mauritania,5,Gorgol,MR.GO,0,,Wilayat|Région,Region,,,6.59858668959,1.16481797435
1785,142,MRT,Mauritania,6,Guidimaka,MR.GD,0,,Wilayat|Région,Region,,Guidimagha|Guidimakha,4.56442295788,0.89981005292
1786,142,MRT,Mauritania,7,Hodh ech Chargui,MR.HC,0,,Wilayat|Région,Region,,Eastern Hodh|Hodh Charghi|Hodh Oriental,20.80932773150,15.93793018260
1787,142,MRT,Mauritania,8,Hodh el Gharbi,MR.HG,0,,Wilayat|Région,Region,,Hodh Occidental|Western Hodh,9.96494007156,4.25674382569
1788,142,MRT,Mauritania,9,Inchiri,MR.IN,0,,Wilayat|Région,Region,,,8.96068578997,3.85934011236
1789,142,MRT,Mauritania,10,Nouakchott,MR.NO,0,,District,District,,,1.64220572227,0.12785158391
1790,142,MRT,Mauritania,11,Tagant,MR.TG,0,,Wilayat|Région,Region,,,15.33859718750,8.12114606255
1791,142,MRT,Mauritania,12,Tiris Zemmour,MR.TZ,0,,Wilayat|Région,Region,,,24.23708050070,23.22858327250
1792,142,MRT,Mauritania,13,Trarza,MR.TR,0,,Wilayat|Région,Region,,,13.54811922770,5.86362509686
1793,143,MUS,Mauritius,1,Agalega Islands,MU.AG,0,,Region,Region,,îles Agaléga,0.50234021679,0.00210039355
1794,143,MUS,Mauritius,2,Black River,MU.BL,0,,District,District,,,1.41116741601,0.02248953923
1795,143,MUS,Mauritius,3,Flacq,MU.FL,0,,District,District,,,1.19844488664,0.02582235204
1796,143,MUS,Mauritius,4,Grand Port,MU.GP,0,,District,District,,,1.10527938679,0.02236817687
1797,143,MUS,Mauritius,5,Moka,MU.MO,0,,District,District,,,0.69378339870,0.02047811750
1798,143,MUS,Mauritius,6,Pamplemousses,MU.PA,0,,District,District,,,0.72270263813,0.01579460796
1799,143,MUS,Mauritius,7,Plaines Wilhems,MU.PW,0,,District,District,,,0.78011032843,0.01731881040
1800,143,MUS,Mauritius,8,Port Louis,MU.PL,0,,District,District,,,0.35839159867,0.00357344990
1801,143,MUS,Mauritius,9,Rivière du Rempart,MU.RR,0,,District,District,,,1.33859373974,0.01351194152
1802,143,MUS,Mauritius,10,Rodriguez,MU.RO,0,,Autonomous island,Autonomous island,,île Rodrigues,1.13704522309,0.00981115216
1803,143,MUS,Mauritius,11,Saint Brandon,MU.CC,0,,Region,Region,,Cargados Carajos),0.83099010610,0.00057728333
1804,143,MUS,Mauritius,12,Savanne,MU.SA,0,,District,District,,,0.80451005132,0.02132195792
1805,144,MYT,Mayotte,1,Acoua,,0,01,Chef-lieu canton,Commune,,,0.22483085475,0.00114267551
1806,144,MYT,Mayotte,2,Bandraboua,,0,02,Chef-lieu canton,Commune,,,0.35333721637,0.00273864634
1807,144,MYT,Mayotte,3,Bandrele,,0,03,Chef-lieu canton,Commune,,,0.61225816305,0.00319527568
1808,144,MYT,Mayotte,4,Boueni,,0,04,Chef-lieu canton,Commune,,,0.30884274628,0.00130819176
1809,144,MYT,Mayotte,5,Chiconi,,0,05,Chef-lieu canton,Commune,,,0.13361231733,0.00071308400
1810,144,MYT,Mayotte,6,Chirongui,,0,06,Chef-lieu canton,Commune,,,0.30915724101,0.00238028254
1811,144,MYT,Mayotte,7,Dembeni,,0,07,Chef-lieu canton,Commune,,,0.34882401196,0.00328895931
1812,144,MYT,Mayotte,8,Dzaoudzi,,0,08,Préfecture de région,Commune,,,0.21011599899,0.00076948547
1813,144,MYT,Mayotte,9,Kani-Keli,,0,09,Chef-lieu canton,Commune,,,0.33419299259,0.00181386250
1814,144,MYT,Mayotte,10,Koungou,,0,10,Chef-lieu canton,Commune,,,0.30420092136,0.00242522427
1815,144,MYT,Mayotte,11,M'tsangamouji,,0,13,Chef-lieu canton,Commune,,,0.25701999433,0.00185445670
1816,144,MYT,Mayotte,12,Mamoudzou,,0,11,Sous-préfecture,Commune,,,0.36292119176,0.00375837061
1817,144,MYT,Mayotte,13,Mtsamboro,,0,12,Chef-lieu canton,Commune,,,0.45202483698,0.00145603523
1818,144,MYT,Mayotte,14,Ouangani,,0,14,Chef-lieu canton,Commune,,,0.19832951310,0.00150539801
1819,144,MYT,Mayotte,15,Pamandzi,,0,15,Chef-lieu canton,Commune,,,0.12484729413,0.00041690564
1820,144,MYT,Mayotte,16,Sada,,0,16,Chef-lieu canton,Commune,,,0.18209975719,0.00096142455
1821,144,MYT,Mayotte,17,Tsingoni,,0,17,Chef-lieu canton,Commune,,,0.24280994878,0.00288316079
1822,145,MEX,Mexico,1,Aguascalientes,MX.AG,0,,Estado,State,,,2.80522340892,0.45508492352
1823,145,MEX,Mexico,2,Baja California Sur,MX.BS,0,,Estado,State,,,56.64287813870,6.42598869791
1824,145,MEX,Mexico,3,Baja California,MX.BN,0,,Estado,State,,,30.14475186270,6.93515712753
1825,145,MEX,Mexico,4,Campeche,MX.CM,0,,Estado,State,,,19.77008761350,4.92809972114
1826,145,MEX,Mexico,5,Chiapas,MX.CP,0,,Estado,State,,,18.45584571490,6.23258191275
1827,145,MEX,Mexico,6,Chihuahua,MX.CH,0,,Estado,State,,,24.71816304330,22.17933768400
1828,145,MEX,Mexico,7,Coahuila,MX.CA,0,,Estado,State,,,21.91432812260,14.08373397770
1829,145,MEX,Mexico,8,Colima,MX.CL,0,,Estado,State,,,4.58213293036,0.47966509730
1830,145,MEX,Mexico,9,Distrito Federal,MX.DF,0,,Distrito Federal,Federal District,,,1.62420043908,0.13760386081
1831,145,MEX,Mexico,10,Durango,MX.DU,0,,Estado,State,,,19.11939129450,11.09225842910
1832,145,MEX,Mexico,11,Guanajuato,MX.GJ,0,,Estado,State,,,9.37148112525,2.67743670166
1833,145,MEX,Mexico,12,Guerrero,MX.GR,0,,Estado,State,,,16.70354522920,5.53233220796
1834,145,MEX,Mexico,13,Hidalgo,MX.HI,0,,Estado,State,,,9.34413387223,1.94274831924
1835,145,MEX,Mexico,14,Jalisco,MX.JA,0,,Estado,State,,,24.65521373830,6.59567634203
1836,145,MEX,Mexico,15,México,MX.MX,0,,Estado,State,,,9.50104729174,1.99386097155
1837,145,MEX,Mexico,16,Michoacán,MX.MC,0,,Estado,State,,,16.11754918640,5.08284628222
1838,145,MEX,Mexico,17,Morelos,MX.MR,0,,Estado,State,,,3.08149940237,0.43507294846
1839,145,MEX,Mexico,18,Nayarit,MX.NA,0,,Estado,State,,,15.81882332290,2.39314186473
1840,145,MEX,Mexico,19,Nuevo León,MX.NL,0,,Estado,State,,,16.61048786060,5.84179182199
1841,145,MEX,Mexico,20,Oaxaca,MX.OA,0,,Estado,State,,,23.74620567690,7.70707559686
1842,145,MEX,Mexico,21,Puebla,MX.PU,0,,Estado,State,,,13.83795867700,2.88899697850
1843,145,MEX,Mexico,22,Querétaro,MX.QE,0,,Estado,State,,,5.80705857697,0.99976778609
1844,145,MEX,Mexico,23,Quintana Roo,MX.QR,0,,Estado,State,,,29.52626876600,3.76437549829
1845,145,MEX,Mexico,24,San Luis Potosí,MX.SL,0,,Estado,State,,,14.81156353290,5.52716182764
1846,145,MEX,Mexico,25,Sinaloa,MX.SI,0,,Estado,State,,,38.31480091550,4.78072164489
1847,145,MEX,Mexico,26,Sonora,MX.SO,0,,Estado,State,,,38.57813616980,17.25622886540
1848,145,MEX,Mexico,27,Tabasco,MX.TB,0,,Estado,State,,,13.90615044120,2.03007813325
1849,145,MEX,Mexico,28,Tamaulipas,MX.TM,0,,Estado,State,,,49.01112338600,7.01309071667
1850,145,MEX,Mexico,29,Tlaxcala,MX.TL,0,,Estado,State,,,2.93822138641,0.35812557030
1851,145,MEX,Mexico,30,Veracruz,MX.VE,0,,Estado,State,,,32.87370093910,5.93105436771
1852,145,MEX,Mexico,31,Yucatán,MX.YU,0,,Estado,State,,,13.46901463190,3.29568126271
1853,145,MEX,Mexico,32,Zacatecas,MX.ZA,0,,Estado,State,,,21.14791412340,6.69032499922
1854,146,FSM,Micronesia,1,Chuuk,FM.CH,0,,State,State,,Truk,4.74051553226,0.01128033390
1855,146,FSM,Micronesia,2,Kosrae,FM.KO,0,,State,State,,Kusaie,0.57583016439,0.00925847559
1856,146,FSM,Micronesia,3,Pohnpei,FM.PO,0,,State,State,,Ponape,4.73207608093,0.03288981827
1857,146,FSM,Micronesia,4,Yap,FM.YA,0,,State,State,,,2.55228404261,0.01000748388
1858,147,MDA,Moldova,1,Anenii Noi,MD.AN,0,,Raion,District,,,2.00830489787,0.09489221104
1859,147,MDA,Moldova,2,Şoldăneşti,MD.SD,0,,Raion,District,,,1.64147902688,0.06665357351
1860,147,MDA,Moldova,3,Ştefan Voda,MD.SV,0,,Raion,District,,,2.48739044615,0.12947704148
1861,147,MDA,Moldova,4,Bălţi,MD.BT,0,,Municipiu,City,,,0.58334971108,0.01193461205
1862,147,MDA,Moldova,5,Basarabeasca,MD.BA,0,,Raion,District,,,1.28280891710,0.03649477116
1863,147,MDA,Moldova,6,Bender,MD.BD,0,,Municipiu,City,,,0.54403689473,0.01012089101
1864,147,MDA,Moldova,7,Briceni,MD.BR,0,,Raion,District,,,2.56588131939,0.10665756482
1865,147,MDA,Moldova,8,Cahul,MD.CH,0,,Raion,District,,,3.12641913095,0.16959350672
1866,147,MDA,Moldova,9,Calarasi,MD.CA,0,,Raion,District,,,1.52332842350,0.08990718234
1867,147,MDA,Moldova,10,Cantemir,MD.CN,0,,Raion,District,,,2.30909999966,0.12304697558
1868,147,MDA,Moldova,11,Causeni,MD.CU,0,,Raion,District,,,2.72753706168,0.14173886566
1869,147,MDA,Moldova,12,Chişinău,MD.CV,0,,Municipiu,City,,,1.57439381937,0.06922697412
1870,147,MDA,Moldova,13,Cimişlia,MD.CS,0,,Raion,District,,,1.51650450331,0.09388810455
1871,147,MDA,Moldova,14,Criuleni,MD.CR,0,,Raion,District,,,2.09886135720,0.07670497830
1872,147,MDA,Moldova,15,Donduseni,MD.DO,0,,Raion,District,,,1.62350171924,0.10218997489
1873,147,MDA,Moldova,16,Drochia,MD.DR,0,,Raion,District,,,1.65179042959,0.09124560038
1874,147,MDA,Moldova,17,Dubăsari,MD.DB,0,,Raion,District,,,1.81723278703,0.03251870301
1875,147,MDA,Moldova,18,Edineţ,MD.ED,0,,Raion,District,,,1.78851535588,0.11271087300
1876,147,MDA,Moldova,19,Făleşti,MD.FA,0,,Raion,District,,,2.19979937019,0.13652633712
1877,147,MDA,Moldova,20,Floreşti,MD.FL,0,,Raion,District,,,2.73151016785,0.13347617581
1878,147,MDA,Moldova,21,Găgăuzia,MD.GA,0,,Unitate Teritorială Autonomă,Autonomous Territory,,Unitate Teritorială Autonoma Găgăuzia|UTAG,4.37254467236,0.22224113951
1879,147,MDA,Moldova,22,Glodeni,MD.GL,0,,Raion,District,,,1.66681135769,0.09652144170
1880,147,MDA,Moldova,23,Hîncesti,MD.HI,0,,Raion,District,,,2.75543274447,0.14859839079
1881,147,MDA,Moldova,24,Ialoveni,MD.IA,0,,Raion,District,,,2.07412436443,0.09653425837
1882,147,MDA,Moldova,25,Leova,MD.LE,0,,Raion,District,,,1.82669924978,0.08689973141
1883,147,MDA,Moldova,26,Nisporeni,MD.NI,0,,Raion,District,,,1.98247061651,0.09774853161
1884,147,MDA,Moldova,27,Ocniţa,MD.OC,0,,Raion,District,,,1.56772788623,0.07980529418
1885,147,MDA,Moldova,28,Orhei,MD.OH,0,,Raion,District,,,1.81973753065,0.12851679058
1886,147,MDA,Moldova,29,Rîşcani,MD.RS,0,,Raion,District,,,2.36804498342,0.12807910693
1887,147,MDA,Moldova,30,Rezina,MD.RZ,0,,Raion,District,,,1.72069277142,0.08420282290
1888,147,MDA,Moldova,31,Sîngerei,MD.SI,0,,Raion,District,,,2.16124904798,0.11834100462
1889,147,MDA,Moldova,32,Soroca,MD.SO,0,,Raion,District,,,2.20402474437,0.10204049170
1890,147,MDA,Moldova,33,Străşeni,MD.ST,0,,Raion,District,,,1.48218715331,0.08209956242
1891,147,MDA,Moldova,34,Taraclia,MD.TA,0,,Raion,District,,,2.98624688621,0.07801593348
1892,147,MDA,Moldova,35,Teleneşti,MD.TE,0,,Raion,District,,,1.70230437311,0.10360832492
1893,147,MDA,Moldova,36,Transnistria,MD.DU,0,,Unitatea Teritorială,Territorial Unit,,,7.78320069398,0.41434801027
1894,147,MDA,Moldova,37,Ungheni,MD.UG,0,,Raion,District,,,2.77138981002,0.12922423689
1895,149,MNG,Mongolia,1,Ömnögovi,MN.OG,0,,Aimag|aymag,Province,,Góbi do Sul|Ömnögov'|Ömönö Gobi|South Gobi|Umnu|Ömnögow'|Südgobi,22.51195560760,18.22955497730
1896,149,MNG,Mongolia,2,Övörhangay,MN.OH,0,,Aimag|aymag,Province,,Öbör Hangay|Övörchangaj|South Hangay|South Khangai|Ublhangai|Ubur-Khangai|Ovorkhangai|Öwörchangai|Uwurchangaj,12.80138329890,7.29558617879
1897,149,MNG,Mongolia,3,Arhangay,MN.AR,0,,Aimag|aymag,Province,,Alahangai|Ara Hangay|Ara-Khangai|Archangaj|Arkhangai|North Hangay|North Khangai|Archangai,14.98753376590,6.60562383097
1898,149,MNG,Mongolia,4,Bayan-Ölgiy,MN.BO,0,,Aimag|aymag,Province,,Bajan-Ölgij|Bayan Ölögey|Bayan-Ulegei|Bayanulgee|Bayan-Ulgii|Bajan-Ulegei,15.55759846900,5.64919689417
1899,149,MNG,Mongolia,5,Bayanhongor,MN.BH,0,,Aimag|aymag,Province,,Bajan-Chongor|Bayan Khangor|Bayan Khongor,19.20404055830,13.39575428800
1900,149,MNG,Mongolia,6,Bulgan,MN.BU,0,,Aimag|aymag,Province,,Bulagan,13.61208022170,5.96431863881
1901,149,MNG,Mongolia,7,Darhan-Uul,MN.DA,0,,Hot,Municipality,,Darchan|Darhan|Darkhan|Darkhan-Uul|Darchan-Uul,3.38830749990,0.45564575054
1902,149,MNG,Mongolia,8,Dornod,MN.DD,0,,Aimag|aymag,Province,,Choibalsan|Choybalsan|Doronad|Doronod|Eastern,25.18935537560,15.12026531730
1903,149,MNG,Mongolia,9,Dornogovi,MN.DG,0,,Aimag|aymag,Province,,Dornogobi|Dornogov'|Dorono Gobi|East Gobi|Dornogow'|Ostgobi|G¢bi Oriental,16.10943263480,12.41347256740
1904,149,MNG,Mongolia,10,Dundgovi,MN.DU,0,,Aimag|aymag,Province,,Central Gobi|Dunda Gobi|Dundgobi|Dundgov'|Middle Gobi|Dundgow'|Mittelgobi|G¢bi Central,13.90916951170,8.47624766901
1905,149,MNG,Mongolia,11,Dzavhan,MN.DZ,0,,Aimag|aymag,Province,,Dsawchan|Dzabhan|Dzabkhan|Dzavchan|Psapchyn|Zavhan|Zavkhan,18.30206455160,10.00274616450
1906,149,MNG,Mongolia,12,Govi-Altay,MN.GA,0,,Aimag|aymag,Province,,Gobi-Altai|Gobi Altay|Gov'altaj|Gov'altay|Govyaltaj|Gow'altai,19.53433477010,16.16474924730
1907,149,MNG,Mongolia,13,Govisümber,MN.GS,0,,Hot,Municipality,,Gobisumber,3.64913312494,0.59862884859
1908,149,MNG,Mongolia,14,Hövsgöl,MN.HG,0,,Aimag|aymag,Province,,Chövsgöl|Chuwsgul|Hobsgol|Höbsögöl|Hubsugul|Khubsugal|Khubsugud|Khubsugul|Kossogol,20.03879549430,12.88382229360
1909,149,MNG,Mongolia,15,Hentiy,MN.HN,0,,Aimag|aymag,Province,,Chentii|Chentij|Hentey|Hentii|Kentai|Kentei|Khentei|Khenti,14.89166616240,9.80041072115
1910,149,MNG,Mongolia,16,Hovd,MN.HD,0,,Aimag|aymag,Province,,Chovd|Hobdo|Khobdo|Khovd|Kobdo|Chowd,16.58698792320,8.97848537385
1911,149,MNG,Mongolia,17,Orhon,MN.ER,0,,Hot,Municipality,,Erdenet|Orkhon,1.34706281022,0.08737300966
1912,149,MNG,Mongolia,18,Sühbaatar,MN.SB,0,,Aimag|aymag,Province,,Sühe Baatar|Suhe-Bator|Sükhbaatar|Sukh-Batar|Sukhe-Bator|Süchbaatar,14.62597260040,9.53246795149
1913,149,MNG,Mongolia,19,Selenge,MN.SL,0,,Aimag|aymag,Province,,Selenga,15.99652143490,5.22395274913
1914,149,MNG,Mongolia,20,Töv,MN.TO,0,,Aimag|aymag,Province,,Central|Töb|Tub|Tuvaimag|Töw|Tuw,19.87576565450,8.75638191953
1915,149,MNG,Mongolia,21,Ulaanbaatar,MN.UB,0,,Hot,Municipality,,Oulan-Bator|Ulan Bator|Ulan Bator Choto,4.16419322314,0.54525080707
1916,149,MNG,Mongolia,22,Uvs,MN.UV,0,,Aimag|aymag,Province,,Ubs|Ubsa Nor|Ubsa Nur|Ubsu Hur|Upsanol|Uws,15.50307560970,8.64666595371
1917,150,MNE,Montenegro,1,Šavnik,ME.SA,0,,Opština,Municipality,,,1.13322545703,0.05807980041
1918,150,MNE,Montenegro,2,Žabljak,ME.ZA,0,,Opština,Municipality,,,1.11773558245,0.04770123055
1919,150,MNE,Montenegro,3,Andrijevica,ME.AN,0,,Opština,Municipality,,,0.94020086621,0.03171474080
