"adminLvl1","country","date","count"
"Sucumbios","Ecuador",2016-05-16,0
"Pastaza","Ecuador",2016-05-16,0
"Bolivar","Ecuador",2016-05-16,0
"Carchi","Ecuador",2016-05-16,0
"East Berbice-Corentyne","Guyana",2016-05-16,0
"Mahaica-Berbice","Guyana",2016-05-16,0
"Upper Takutu-Upper Essequibo","Guyana",2016-05-16,0
"Upper Demerara-Berbice","Guyana",2016-05-16,0
"Potaro-Siparuni","Guyana",2016-05-16,0
"Pomeroon-Supenaam","Guyana",2016-05-16,0
"Essequibo Islands-West Demerara","Guyana",2016-05-16,0
"Demerara-Mahaica","Guyana",2016-05-16,0
"Cuyuni-Mazaruni","Guyana",2016-05-16,0
"Barima-Waini","Guyana",2016-05-16,0
"Asunción","Paraguay",2016-05-16,54
"Central","Paraguay",2016-05-16,1
"Alto Paraná","Paraguay",2016-05-16,0
"Itapúa","Paraguay",2016-05-16,5
"Caaguazú","Paraguay",2016-05-16,3
"Misiones","Paraguay",2016-05-16,1
"Guairá","Paraguay",2016-05-16,2
"Ñeembucú","Paraguay",2016-05-16,0
"Amambay","Paraguay",2016-05-16,0
"Presidente Hayes","Paraguay",2016-05-16,1
"Concepción","Paraguay",2016-05-16,0
"Cordillera","Paraguay",2016-05-16,1
"Paraguarí","Paraguay",2016-05-16,0
"Caazapá","Paraguay",2016-05-16,0
"San Pedro","Paraguay",2016-05-16,1
"Canindeyú","Paraguay",2016-05-16,1
"Boquerón","Paraguay",2016-05-16,0
"Alto Paraguay","Paraguay",2016-05-16,0
"Lima Province","Peru",2016-05-16,163
"La Libertad","Peru",2016-05-16,8
"Piura","Peru",2016-05-16,11
"Lima","Peru",2016-05-16,3
"Ayacucho","Peru",2016-05-16,1
"Arequipa","Peru",2016-05-16,2
"Ucayali","Peru",2016-05-16,2
"Junín","Peru",2016-05-16,0
"Ancash","Peru",2016-05-16,0
"Lambayeque","Peru",2016-05-16,3
"Callao","Peru",2016-05-16,1
"Callao","Peru",2016-05-16,1
"Loreto","Peru",2016-05-16,1
"San Martín","Peru",2016-05-16,1
"Cajamarca","Peru",2016-05-16,0
"Madre de Dios","Peru",2016-05-16,0
"Cusco","Peru",2016-05-16,0
"Huánuco","Peru",2016-05-16,0
"Tumbes","Peru",2016-05-16,0
"Ica","Peru",2016-05-16,2
"Huancavelica","Peru",2016-05-16,0
"Tacna","Peru",2016-05-16,1
"Amazonas","Peru",2016-05-16,0
"Moquegua","Peru",2016-05-16,0
"Apurímac","Peru",2016-05-16,0
"Pasco","Peru",2016-05-16,0
"Paramaribo","Suriname",2016-05-16,0
"Wanica","Suriname",2016-05-16,0
"Sipaliwini","Suriname",2016-05-16,0
"Saramacca","Suriname",2016-05-16,0
"Para","Suriname",2016-05-16,0
"Nickerie","Suriname",2016-05-16,0
"Marowijne","Suriname",2016-05-16,0
"Coronie","Suriname",2016-05-16,0
"Commewijne","Suriname",2016-05-16,0
"Brokopondo","Suriname",2016-05-16,0
"Montevideo","Uruguay",2016-05-16,34
"Canelones","Uruguay",2016-05-16,1
"Maldonado","Uruguay",2016-05-16,4
"Salto","Uruguay",2016-05-16,3
"Lavalleja","Uruguay",2016-05-16,10
"Tacuarembó","Uruguay",2016-05-16,3
"Paysandú","Uruguay",2016-05-16,0
"Durazno","Uruguay",2016-05-16,1
"Colonia","Uruguay",2016-05-16,3
"Río Negro","Uruguay",2016-05-16,0
"Artigas","Uruguay",2016-05-16,2
"Rocha","Uruguay",2016-05-16,1
"Flores","Uruguay",2016-05-16,11
"Rivera","Uruguay",2016-05-16,0
"Soriano","Uruguay",2016-05-16,0
"Treinta y Tres","Uruguay",2016-05-16,0
"Cerro Largo","Uruguay",2016-05-16,0
"San José","Uruguay",2016-05-16,0
"Florida","Uruguay",2016-05-16,2
"Distrito Capital","Venezuela",2016-05-16,706
"Aragua","Venezuela",2016-05-16,173
"Carabobo","Venezuela",2016-05-16,17
"Zulia","Venezuela",2016-05-16,10
"Lara","Venezuela",2016-05-16,43
"Táchira","Venezuela",2016-05-16,29
"Guárico","Venezuela",2016-05-16,324
"Barinas","Venezuela",2016-05-16,6
"Monagas","Venezuela",2016-05-16,31
"Bolívar","Venezuela",2016-05-16,1
"Anzoátegui","Venezuela",2016-05-16,9
"Miranda","Venezuela",2016-05-16,4
"Falcón","Venezuela",2016-05-16,3
"Vargas","Venezuela",2016-05-16,1
"Cojedes","Venezuela",2016-05-16,7
"Mérida","Venezuela",2016-05-16,21
"Yaracuy","Venezuela",2016-05-16,0
"Trujillo","Venezuela",2016-05-16,5
"Portuguesa","Venezuela",2016-05-16,0
"Nueva Esparta","Venezuela",2016-05-16,3
"Sucre","Venezuela",2016-05-16,1
"Apure","Venezuela",2016-05-16,1
"Amazonas","Venezuela",2016-05-16,0
"Delta Amacuro","Venezuela",2016-05-16,0
"Dependencias Federales","Venezuela",2016-05-16,0
"Buenos Aires","Argentine",2016-05-23,2061
"Buenos Aires Province","Argentine",2016-05-23,564
"Misiones Province","Argentine",2016-05-23,170
"Santa Fe Province","Argentine",2016-05-23,136
"Corrientes Province","Argentine",2016-05-23,37
"Salta Province","Argentine",2016-05-23,17
"Chaco Province","Argentine",2016-05-23,66
"Mendoza Province","Argentine",2016-05-23,31
"Entre Ríos Province","Argentine",2016-05-23,16
"Córdoba Province, Argentina","Argentine",2016-05-23,10
"Tucumán Province","Argentine",2016-05-23,25
"Chubut Province","Argentine",2016-05-23,30
"Jujuy Province","Argentine",2016-05-23,3
"Neuquén Province","Argentine",2016-05-23,10
"Formosa Province","Argentine",2016-05-23,3
"Río Negro Province","Argentine",2016-05-23,8
"Tierra del Fuego Province","Argentine",2016-05-23,11
"Catamarca Province","Argentine",2016-05-23,5
"Santa Cruz Province","Argentine",2016-05-23,13
"La Pampa Province","Argentine",2016-05-23,1
"La Rioja Province","Argentine",2016-05-23,2
"San Luis Province","Argentine",2016-05-23,2
"San Juan Province","Argentine",2016-05-23,0
"Santiago del Estero Province","Argentine",2016-05-23,0
"La Paz","Bolivia",2016-05-23,111
"El Beni","Bolivia",2016-05-23,3
"Santa Cruz","Bolivia",2016-05-23,3
"Tarija","Bolivia",2016-05-23,6
"Cochabamba","Bolivia",2016-05-23,3
"Potosí","Bolivia",2016-05-23,1
"Oruro","Bolivia",2016-05-23,1
"Chuquisaca","Bolivia",2016-05-23,3
"Pando","Bolivia",2016-05-23,0
"Federal District","Brazil",2016-05-23,4219
"São Paulo","Brazil",2016-05-23,528
"Rio de Janeiro","Brazil",2016-05-23,552
"Minas Gerais","Brazil",2016-05-23,539
"Paraná","Brazil",2016-05-23,190
"Rio Grande do Sul","Brazil",2016-05-23,112
"Santa Catarina","Brazil",2016-05-23,92
"Bahia","Brazil",2016-05-23,71
"Pernambuco","Brazil",2016-05-23,65
"Goiás","Brazil",2016-05-23,67
"Rio Grande do Norte","Brazil",2016-05-23,61
"Espírito Santo","Brazil",2016-05-23,32
"Ceará","Brazil",2016-05-23,65
"Pará","Brazil",2016-05-23,60
"Paraíba","Brazil",2016-05-23,31
"Maranhão","Brazil",2016-05-23,28
"Amazonas","Brazil",2016-05-23,22
"Mato Grosso do Sul","Brazil",2016-05-23,19
"Mato Grosso","Brazil",2016-05-23,11
"Alagoas","Brazil",2016-05-23,17
"Piauí","Brazil",2016-05-23,17
"Tocantins","Brazil",2016-05-23,10
"Amapá","Brazil",2016-05-23,13
"Sergipe","Brazil",2016-05-23,16
"Acre","Brazil",2016-05-23,3
"Rondônia","Brazil",2016-05-23,5
"Roraima","Brazil",2016-05-23,13
"Región Metropolitana de Santiago","Chile",2016-05-23,46
"Bío-Bío","Chile",2016-05-23,7
"Valparaíso","Chile",2016-05-23,6
"Los Lagos","Chile",2016-05-23,9
"La Araucanía","Chile",2016-05-23,2
"Maule","Chile",2016-05-23,1
"Atacama","Chile",2016-05-23,2
"Coquimbo","Chile",2016-05-23,2
"Los Ríos","Chile",2016-05-23,1
"Antofagasta","Chile",2016-05-23,3
"Tarapacá","Chile",2016-05-23,1
"Libertador General Bernardo O'Higgins","Chile",2016-05-23,1
"Arica y Parinacota","Chile",2016-05-23,9
"Magallanes y Antártica Chilena","Chile",2016-05-23,0
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-05-23,1
"Córdoba","Colombia",2016-05-23,72
"Bogota","Colombia",2016-05-23,132
"Antioquia","Colombia",2016-05-23,194
"Atlántico","Colombia",2016-05-23,6
"Cauca","Colombia",2016-05-23,6
"Valle del Cauca","Colombia",2016-05-23,30
"Bolívar","Colombia",2016-05-23,6
"Santander","Colombia",2016-05-23,11
"Cesar","Colombia",2016-05-23,1
"Sucre","Colombia",2016-05-23,5
"Risaralda","Colombia",2016-05-23,6
"Meta","Colombia",2016-05-23,10
"Huila","Colombia",2016-05-23,0
"Boyacá","Colombia",2016-05-23,1
"Magdalena","Colombia",2016-05-23,0
"Casanare","Colombia",2016-05-23,13
"Norte de Santander","Colombia",2016-05-23,7
"Tolima","Colombia",2016-05-23,4
"La Guajira","Colombia",2016-05-23,2
"Nariño","Colombia",2016-05-23,3
"Cundinamarca","Colombia",2016-05-23,10
"Caldas","Colombia",2016-05-23,4
"Caquetá","Colombia",2016-05-23,0
"Quindío","Colombia",2016-05-23,0
"Arauca","Colombia",2016-05-23,2
"Chocó","Colombia",2016-05-23,0
"Putumayo","Colombia",2016-05-23,1
"San Andrés y Providencia","Colombia",2016-05-23,0
"Vaupés","Colombia",2016-05-23,0
"Vichada","Colombia",2016-05-23,0
"Guaviare","Colombia",2016-05-23,0
"Guainía","Colombia",2016-05-23,0
"Amazonas","Colombia",2016-05-23,0
"Pichincha","Ecuador",2016-05-23,34
"Guayas","Ecuador",2016-05-23,42
"Loja","Ecuador",2016-05-23,15
"Manabi","Ecuador",2016-05-23,19
"El Oro","Ecuador",2016-05-23,6
"Los Rios","Ecuador",2016-05-23,0
"Azuay","Ecuador",2016-05-23,2
"Esmeraldas","Ecuador",2016-05-23,1
"Zamora Chinchipe","Ecuador",2016-05-23,2
"Tungurahua","Ecuador",2016-05-23,1
"Santa Elena","Ecuador",2016-05-23,1
"Morona Santiago","Ecuador",2016-05-23,0
"Imbabura","Ecuador",2016-05-23,0
"Galápagos","Ecuador",2016-05-23,0
"Chimborazo","Ecuador",2016-05-23,0
"Napo","Ecuador",2016-05-23,1
"Orellana","Ecuador",2016-05-23,0
"Santo Domingo de los Tsáchilas","Ecuador",2016-05-23,2
"Cañar","Ecuador",2016-05-23,0
"Cotopaxi","Ecuador",2016-05-23,0
"Sucumbios","Ecuador",2016-05-23,0
"Pastaza","Ecuador",2016-05-23,0
"Bolivar","Ecuador",2016-05-23,0
"Carchi","Ecuador",2016-05-23,0
"East Berbice-Corentyne","Guyana",2016-05-23,0
"Mahaica-Berbice","Guyana",2016-05-23,0
"Upper Takutu-Upper Essequibo","Guyana",2016-05-23,0
"Upper Demerara-Berbice","Guyana",2016-05-23,0
"Potaro-Siparuni","Guyana",2016-05-23,0
"Pomeroon-Supenaam","Guyana",2016-05-23,0
"Essequibo Islands-West Demerara","Guyana",2016-05-23,0
"Demerara-Mahaica","Guyana",2016-05-23,0
"Cuyuni-Mazaruni","Guyana",2016-05-23,0
"Barima-Waini","Guyana",2016-05-23,0
"Asunción","Paraguay",2016-05-23,74
"Central","Paraguay",2016-05-23,45
"Alto Paraná","Paraguay",2016-05-23,2
"Itapúa","Paraguay",2016-05-23,6
"Caaguazú","Paraguay",2016-05-23,1
"Misiones","Paraguay",2016-05-23,2
"Guairá","Paraguay",2016-05-23,3
"Ñeembucú","Paraguay",2016-05-23,0
"Amambay","Paraguay",2016-05-23,0
"Presidente Hayes","Paraguay",2016-05-23,0
"Concepción","Paraguay",2016-05-23,1
"Cordillera","Paraguay",2016-05-23,1
"Paraguarí","Paraguay",2016-05-23,0
"Caazapá","Paraguay",2016-05-23,0
"San Pedro","Paraguay",2016-05-23,0
"Canindeyú","Paraguay",2016-05-23,1
"Boquerón","Paraguay",2016-05-23,0
"Alto Paraguay","Paraguay",2016-05-23,0
"Lima Province","Peru",2016-05-23,156
"La Libertad","Peru",2016-05-23,9
"Piura","Peru",2016-05-23,19
"Lima","Peru",2016-05-23,10
"Ayacucho","Peru",2016-05-23,6
"Arequipa","Peru",2016-05-23,2
"Ucayali","Peru",2016-05-23,0
"Junín","Peru",2016-05-23,0
"Ancash","Peru",2016-05-23,2
"Lambayeque","Peru",2016-05-23,1
"Callao","Peru",2016-05-23,2
"Callao","Peru",2016-05-23,2
"Loreto","Peru",2016-05-23,1
"San Martín","Peru",2016-05-23,0
"Cajamarca","Peru",2016-05-23,1
"Madre de Dios","Peru",2016-05-23,0
"Cusco","Peru",2016-05-23,0
"Huánuco","Peru",2016-05-23,0
"Tumbes","Peru",2016-05-23,0
"Ica","Peru",2016-05-23,0
"Huancavelica","Peru",2016-05-23,0
"Tacna","Peru",2016-05-23,0
"Amazonas","Peru",2016-05-23,0
"Moquegua","Peru",2016-05-23,0
"Apurímac","Peru",2016-05-23,0
"Pasco","Peru",2016-05-23,0
"Paramaribo","Suriname",2016-05-23,0
"Wanica","Suriname",2016-05-23,0
"Sipaliwini","Suriname",2016-05-23,0
"Saramacca","Suriname",2016-05-23,0
"Para","Suriname",2016-05-23,0
"Nickerie","Suriname",2016-05-23,0
"Marowijne","Suriname",2016-05-23,0
"Coronie","Suriname",2016-05-23,0
"Commewijne","Suriname",2016-05-23,0
"Brokopondo","Suriname",2016-05-23,0
"Montevideo","Uruguay",2016-05-23,157
"Canelones","Uruguay",2016-05-23,9
"Maldonado","Uruguay",2016-05-23,3
"Salto","Uruguay",2016-05-23,4
"Lavalleja","Uruguay",2016-05-23,7
"Tacuarembó","Uruguay",2016-05-23,3
"Paysandú","Uruguay",2016-05-23,4
"Durazno","Uruguay",2016-05-23,2
"Colonia","Uruguay",2016-05-23,2
"Río Negro","Uruguay",2016-05-23,0
"Artigas","Uruguay",2016-05-23,2
"Rocha","Uruguay",2016-05-23,0
"Flores","Uruguay",2016-05-23,0
"Rivera","Uruguay",2016-05-23,1
"Soriano","Uruguay",2016-05-23,3
"Treinta y Tres","Uruguay",2016-05-23,1
"Cerro Largo","Uruguay",2016-05-23,0
"San José","Uruguay",2016-05-23,0
"Florida","Uruguay",2016-05-23,0
"Distrito Capital","Venezuela",2016-05-23,819
"Aragua","Venezuela",2016-05-23,29
"Carabobo","Venezuela",2016-05-23,44
"Zulia","Venezuela",2016-05-23,14
"Lara","Venezuela",2016-05-23,36
"Táchira","Venezuela",2016-05-23,30
"Guárico","Venezuela",2016-05-23,2
"Barinas","Venezuela",2016-05-23,12
"Monagas","Venezuela",2016-05-23,37
"Bolívar","Venezuela",2016-05-23,2
"Anzoátegui","Venezuela",2016-05-23,15
"Miranda","Venezuela",2016-05-23,12
"Falcón","Venezuela",2016-05-23,4
"Vargas","Venezuela",2016-05-23,4
"Cojedes","Venezuela",2016-05-23,2
"Mérida","Venezuela",2016-05-23,6
"Yaracuy","Venezuela",2016-05-23,3
"Trujillo","Venezuela",2016-05-23,19
"Portuguesa","Venezuela",2016-05-23,7
"Nueva Esparta","Venezuela",2016-05-23,3
"Sucre","Venezuela",2016-05-23,3
"Apure","Venezuela",2016-05-23,1
"Amazonas","Venezuela",2016-05-23,0
"Delta Amacuro","Venezuela",2016-05-23,0
"Dependencias Federales","Venezuela",2016-05-23,0
"Buenos Aires","Argentine",2016-05-30,913
"Buenos Aires Province","Argentine",2016-05-30,245
"Misiones Province","Argentine",2016-05-30,173
"Santa Fe Province","Argentine",2016-05-30,71
"Corrientes Province","Argentine",2016-05-30,20
"Salta Province","Argentine",2016-05-30,18
"Chaco Province","Argentine",2016-05-30,33
"Mendoza Province","Argentine",2016-05-30,14
"Entre Ríos Province","Argentine",2016-05-30,11
"Córdoba Province, Argentina","Argentine",2016-05-30,5
"Tucumán Province","Argentine",2016-05-30,10
"Chubut Province","Argentine",2016-05-30,34
"Jujuy Province","Argentine",2016-05-30,4
"Neuquén Province","Argentine",2016-05-30,2
"Formosa Province","Argentine",2016-05-30,0
"Río Negro Province","Argentine",2016-05-30,7
"Tierra del Fuego Province","Argentine",2016-05-30,8
"Catamarca Province","Argentine",2016-05-30,7
"Santa Cruz Province","Argentine",2016-05-30,2
"La Pampa Province","Argentine",2016-05-30,4
"La Rioja Province","Argentine",2016-05-30,3
"San Luis Province","Argentine",2016-05-30,0
"San Juan Province","Argentine",2016-05-30,3
"Santiago del Estero Province","Argentine",2016-05-30,1
"La Paz","Bolivia",2016-05-30,15
"El Beni","Bolivia",2016-05-30,0
"Santa Cruz","Bolivia",2016-05-30,3
"Tarija","Bolivia",2016-05-30,0
"Cochabamba","Bolivia",2016-05-30,1
"Potosí","Bolivia",2016-05-30,4
"Oruro","Bolivia",2016-05-30,0
"Chuquisaca","Bolivia",2016-05-30,0
"Pando","Bolivia",2016-05-30,0
"Federal District","Brazil",2016-05-30,4443
"São Paulo","Brazil",2016-05-30,602
"Rio de Janeiro","Brazil",2016-05-30,484
"Minas Gerais","Brazil",2016-05-30,484
"Paraná","Brazil",2016-05-30,207
"Rio Grande do Sul","Brazil",2016-05-30,170
"Santa Catarina","Brazil",2016-05-30,125
"Bahia","Brazil",2016-05-30,96
"Pernambuco","Brazil",2016-05-30,60
"Goiás","Brazil",2016-05-30,65
"Rio Grande do Norte","Brazil",2016-05-30,41
"Espírito Santo","Brazil",2016-05-30,47
"Ceará","Brazil",2016-05-30,76
"Pará","Brazil",2016-05-30,69
"Paraíba","Brazil",2016-05-30,37
"Maranhão","Brazil",2016-05-30,17
"Amazonas","Brazil",2016-05-30,20
"Mato Grosso do Sul","Brazil",2016-05-30,23
"Mato Grosso","Brazil",2016-05-30,23
"Alagoas","Brazil",2016-05-30,15
"Piauí","Brazil",2016-05-30,19
"Tocantins","Brazil",2016-05-30,9
"Amapá","Brazil",2016-05-30,9
"Sergipe","Brazil",2016-05-30,10
"Acre","Brazil",2016-05-30,15
"Rondônia","Brazil",2016-05-30,9
"Roraima","Brazil",2016-05-30,4
"Región Metropolitana de Santiago","Chile",2016-05-30,342
"Bío-Bío","Chile",2016-05-30,0
"Valparaíso","Chile",2016-05-30,9
"Los Lagos","Chile",2016-05-30,2
"La Araucanía","Chile",2016-05-30,1
"Maule","Chile",2016-05-30,1
"Atacama","Chile",2016-05-30,0
"Coquimbo","Chile",2016-05-30,3
"Los Ríos","Chile",2016-05-30,2
"Antofagasta","Chile",2016-05-30,1
"Tarapacá","Chile",2016-05-30,1
"Libertador General Bernardo O'Higgins","Chile",2016-05-30,0
"Arica y Parinacota","Chile",2016-05-30,0
"Magallanes y Antártica Chilena","Chile",2016-05-30,0
"Aisén del General Carlos Ibáñez del Campo","Chile",2016-05-30,1
"Córdoba","Colombia",2016-05-30,31
"Bogota","Colombia",2016-05-30,48
"Antioquia","Colombia",2016-05-30,43
"Atlántico","Colombia",2016-05-30,14
"Cauca","Colombia",2016-05-30,7
"Valle del Cauca","Colombia",2016-05-30,5
"Bolívar","Colombia",2016-05-30,6
"Santander","Colombia",2016-05-30,6
"Cesar","Colombia",2016-05-30,11
"Sucre","Colombia",2016-05-30,3
"Risaralda","Colombia",2016-05-30,2
"Meta","Colombia",2016-05-30,4
"Huila","Colombia",2016-05-30,1
"Boyacá","Colombia",2016-05-30,0
"Magdalena","Colombia",2016-05-30,2
"Casanare","Colombia",2016-05-30,5
"Norte de Santander","Colombia",2016-05-30,0
"Tolima","Colombia",2016-05-30,3
"La Guajira","Colombia",2016-05-30,1
"Nariño","Colombia",2016-05-30,0
"Cundinamarca","Colombia",2016-05-30,6
"Caldas","Colombia",2016-05-30,0
"Caquetá","Colombia",2016-05-30,0
"Quindío","Colombia",2016-05-30,0
"Arauca","Colombia",2016-05-30,0
"Chocó","Colombia",2016-05-30,0
"Putumayo","Colombia",2016-05-30,0
"San Andrés y Providencia","Colombia",2016-05-30,0
"Vaupés","Colombia",2016-05-30,0
"Vichada","Colombia",2016-05-30,0
"Guaviare","Colombia",2016-05-30,0
"Guainía","Colombia",2016-05-30,0
"Amazonas","Colombia",2016-05-30,0
"Pichincha","Ecuador",2016-05-30,52
"Guayas","Ecuador",2016-05-30,30
"Loja","Ecuador",2016-05-30,8
"Manabi","Ecuador",2016-05-30,13
"El Oro","Ecuador",2016-05-30,4
"Los Rios","Ecuador",2016-05-30,1
"Azuay","Ecuador",2016-05-30,0
"Esmeraldas","Ecuador",2016-05-30,0
"Zamora Chinchipe","Ecuador",2016-05-30,2
"Tungurahua","Ecuador",2016-05-30,4
"Santa Elena","Ecuador",2016-05-30,1
"Morona Santiago","Ecuador",2016-05-30,0
"Imbabura","Ecuador",2016-05-30,1
"Galápagos","Ecuador",2016-05-30,9
"Chimborazo","Ecuador",2016-05-30,0
"Napo","Ecuador",2016-05-30,0
"Orellana","Ecuador",2016-05-30,0
"Santo Domingo de los Tsáchilas","Ecuador",2016-05-30,0
"Cañar","Ecuador",2016-05-30,0
"Cotopaxi","Ecuador",2016-05-30,0
"Sucumbios","Ecuador",2016-05-30,0
"Pastaza","Ecuador",2016-05-30,0
"Bolivar","Ecuador",2016-05-30,0
"Carchi","Ecuador",2016-05-30,0
"East Berbice-Corentyne","Guyana",2016-05-30,0
"Mahaica-Berbice","Guyana",2016-05-30,0
"Upper Takutu-Upper Essequibo","Guyana",2016-05-30,0
"Upper Demerara-Berbice","Guyana",2016-05-30,0
"Potaro-Siparuni","Guyana",2016-05-30,0
"Pomeroon-Supenaam","Guyana",2016-05-30,0
"Essequibo Islands-West Demerara","Guyana",2016-05-30,0
"Demerara-Mahaica","Guyana",2016-05-30,0
"Cuyuni-Mazaruni","Guyana",2016-05-30,0
"Barima-Waini","Guyana",2016-05-30,0
"Asunción","Paraguay",2016-05-30,35
"Central","Paraguay",2016-05-30,4
"Alto Paraná","Paraguay",2016-05-30,0
"Itapúa","Paraguay",2016-05-30,1
"Caaguazú","Paraguay",2016-05-30,0
"Misiones","Paraguay",2016-05-30,2
"Guairá","Paraguay",2016-05-30,0
"Ñeembucú","Paraguay",2016-05-30,0
"Amambay","Paraguay",2016-05-30,0
"Presidente Hayes","Paraguay",2016-05-30,0
"Concepción","Paraguay",2016-05-30,1
"Cordillera","Paraguay",2016-05-30,0
"Paraguarí","Paraguay",2016-05-30,0
"Caazapá","Paraguay",2016-05-30,0
"San Pedro","Paraguay",2016-05-30,0
"Canindeyú","Paraguay",2016-05-30,0
"Boquerón","Paraguay",2016-05-30,0
"Alto Paraguay","Paraguay",2016-05-30,0
"Lima Province","Peru",2016-05-30,94
"La Libertad","Peru",2016-05-30,3
"Piura","Peru",2016-05-30,10
"Lima","Peru",2016-05-30,3
"Ayacucho","Peru",2016-05-30,3
"Arequipa","Peru",2016-05-30,1
"Ucayali","Peru",2016-05-30,2
"Junín","Peru",2016-05-30,1
"Ancash","Peru",2016-05-30,0
"Lambayeque","Peru",2016-05-30,0
"Callao","Peru",2016-05-30,0
"Callao","Peru",2016-05-30,0
"Loreto","Peru",2016-05-30,0
"San Martín","Peru",2016-05-30,0
"Cajamarca","Peru",2016-05-30,0
"Madre de Dios","Peru",2016-05-30,0
"Cusco","Peru",2016-05-30,0
"Huánuco","Peru",2016-05-30,0
"Tumbes","Peru",2016-05-30,0
"Ica","Peru",2016-05-30,0
"Huancavelica","Peru",2016-05-30,0
"Tacna","Peru",2016-05-30,0
"Amazonas","Peru",2016-05-30,0
"Moquegua","Peru",2016-05-30,0
"Apurímac","Peru",2016-05-30,0
"Pasco","Peru",2016-05-30,0
"Paramaribo","Suriname",2016-05-30,0
"Wanica","Suriname",2016-05-30,0
"Sipaliwini","Suriname",2016-05-30,0
"Saramacca","Suriname",2016-05-30,0
"Para","Suriname",2016-05-30,0
"Nickerie","Suriname",2016-05-30,0
"Marowijne","Suriname",2016-05-30,0
"Coronie","Suriname",2016-05-30,0
"Commewijne","Suriname",2016-05-30,0
"Brokopondo","Suriname",2016-05-30,0
"Montevideo","Uruguay",2016-05-30,34
"Canelones","Uruguay",2016-05-30,3
"Maldonado","Uruguay",2016-05-30,1
"Salto","Uruguay",2016-05-30,1
"Lavalleja","Uruguay",2016-05-30,1
"Tacuarembó","Uruguay",2016-05-30,0
"Paysandú","Uruguay",2016-05-30,0
"Durazno","Uruguay",2016-05-30,0
"Colonia","Uruguay",2016-05-30,3
"Río Negro","Uruguay",2016-05-30,0
"Artigas","Uruguay",2016-05-30,1
"Rocha","Uruguay",2016-05-30,0
"Flores","Uruguay",2016-05-30,1
"Rivera","Uruguay",2016-05-30,0
"Soriano","Uruguay",2016-05-30,1
"Treinta y Tres","Uruguay",2016-05-30,0
"Cerro Largo","Uruguay",2016-05-30,0
"San José","Uruguay",2016-05-30,0
"Florida","Uruguay",2016-05-30,0
"Distrito Capital","Venezuela",2016-05-30,455
"Aragua","Venezuela",2016-05-30,225
"Carabobo","Venezuela",2016-05-30,24
"Zulia","Venezuela",2016-05-30,8
"Lara","Venezuela",2016-05-30,63
"Táchira","Venezuela",2016-05-30,21
"Guárico","Venezuela",2016-05-30,69
"Barinas","Venezuela",2016-05-30,8
"Monagas","Venezuela",2016-05-30,53
"Bolívar","Venezuela",2016-05-30,4
"Anzoátegui","Venezuela",2016-05-30,4
"Miranda","Venezuela",2016-05-30,7
"Falcón","Venezuela",2016-05-30,3
"Vargas","Venezuela",2016-05-30,6
"Cojedes","Venezuela",2016-05-30,9
"Mérida","Venezuela",2016-05-30,4
"Yaracuy","Venezuela",2016-05-30,2
"Trujillo","Venezuela",2016-05-30,5
"Portuguesa","Venezuela",2016-05-30,1
"Nueva Esparta","Venezuela",2016-05-30,0
"Sucre","Venezuela",2016-05-30,3
"Apure","Venezuela",2016-05-30,1
"Amazonas","Venezuela",2016-05-30,0
"Delta Amacuro","Venezuela",2016-05-30,0
"Dependencias Federales","Venezuela",2016-05-30,0
"Buenos Aires","Argentine",2016-06-06,1458
"Buenos Aires Province","Argentine",2016-06-06,343
"Misiones Province","Argentine",2016-06-06,192
"Santa Fe Province","Argentine",2016-06-06,164
"Corrientes Province","Argentine",2016-06-06,15
"Salta Province","Argentine",2016-06-06,10
"Chaco Province","Argentine",2016-06-06,23
"Mendoza Province","Argentine",2016-06-06,11
"Entre Ríos Province","Argentine",2016-06-06,12
"Córdoba Province, Argentina","Argentine",2016-06-06,8
"Tucumán Province","Argentine",2016-06-06,3
"Chubut Province","Argentine",2016-06-06,23
"Jujuy Province","Argentine",2016-06-06,19
"Neuquén Province","Argentine",2016-06-06,9
"Formosa Province","Argentine",2016-06-06,2
"Río Negro Province","Argentine",2016-06-06,6
"Tierra del Fuego Province","Argentine",2016-06-06,3
"Catamarca Province","Argentine",2016-06-06,0
"Santa Cruz Province","Argentine",2016-06-06,1
"La Pampa Province","Argentine",2016-06-06,4
"La Rioja Province","Argentine",2016-06-06,0
"San Luis Province","Argentine",2016-06-06,2
"San Juan Province","Argentine",2016-06-06,4
"Santiago del Estero Province","Argentine",2016-06-06,0
"La Paz","Bolivia",2016-06-06,9
"El Beni","Bolivia",2016-06-06,0
"Santa Cruz","Bolivia",2016-06-06,0
"Tarija","Bolivia",2016-06-06,0
"Cochabamba","Bolivia",2016-06-06,0
"Potosí","Bolivia",2016-06-06,2
"Oruro","Bolivia",2016-06-06,0
"Chuquisaca","Bolivia",2016-06-06,0
"Pando","Bolivia",2016-06-06,0
"Federal District","Brazil",2016-06-06,4842
"São Paulo","Brazil",2016-06-06,426
"Rio de Janeiro","Brazil",2016-06-06,465
"Minas Gerais","Brazil",2016-06-06,617
"Paraná","Brazil",2016-06-06,163
"Rio Grande do Sul","Brazil",2016-06-06,120
"Santa Catarina","Brazil",2016-06-06,83
"Bahia","Brazil",2016-06-06,72
"Pernambuco","Brazil",2016-06-06,87
"Goiás","Brazil",2016-06-06,55
